,screen_name,stance,med
15618,MeredithPotyond,0,False
15622,jenmonkey1,-1,False
15624,AblemanAdam,0,False
15626,AblemanAdam,-1,False
15628,AblemanAdam,-1,False
15633,AblemanAdam,-1,False
15634,AblemanAdam,-1,False
15635,AblemanAdam,-1,False
15639,DARPrairieWoman,-1,False
15640,TylerDurden_420,1,False
15641,Brenaba1,1,False
15642,kylegersper,-1,False
15644,AblemanAdam,-1,False
15647,AblemanAdam,1,False
15648,RB_Atch,0,False
15649,deed_doer,1,True
15650,AblemanAdam,-1,False
15651,AblemanAdam,1,False
15652,AblemanAdam,-1,False
15655,HGTomato,-1,False
15656,RavusVulpes,1,False
15658,AblemanAdam,1,False
15659,bamensen,1,False
15662,AHolt12,-1,False
15663,AblemanAdam,-1,False
15664,AblemanAdam,0,False
15666,BakedHouffalize,-1,False
15667,MyBigRedTruck,1,False
15670,AblemanAdam,0,False
15671,elesnyc,-1,False
15675,krys10iam,-1,False
15676,HeartHelsinki,-1,False
15677,AblemanAdam,0,False
15679,AblemanAdam,1,False
15680,AblemanAdam,-1,False
15681,iamHBY,-1,False
15682,RB_Atch,0,False
15684,TylerDurden_420,1,False
15685,HeartHelsinki,-1,False
15687,urkagurka,1,False
15688,AblemanAdam,1,False
15689,LittleMamaKin,-1,False
15691,95Sports,-1,False
15694,twitterbo,0,False
15695,hstrybuff718,-1,False
15696,mattfallin,-1,False
15698,Peach_Schnapps,-1,False
15700,ginafrompa2ca,0,False
15701,MelissaRNMBA,0,False
15703,Spoylddog,-1,False
15704,anticommiemommy,1,False
15705,HeartHelsinki,1,False
15707,DatelineGujarat,1,False
15708,rockcreekpolicy,1,False
15709,SylviaHWilliam2,-1,False
15710,drakchaurasia,1,False
15711,StemcellWatch,0,False
15712,VRWCTexan,0,False
15713,nbyates,-1,False
15714,GmsP75930811,0,False
15715,Neuroscience365,0,False
15716,davideyoungmd,1,False
15717,garybisbeeshow,1,False
15718,louisaclary,1,True
15719,whotnaught,-1,False
15720,lellehedding,0,False
15721,BabygirlThingy,0,False
15722,louisaclary,1,True
15723,drreddys,0,False
15724,JonECla29170662,1,False
15725,Wellcome_Home,0,False
15726,donnyonyea,1,False
15727,nycondocon,1,False
15728,646capper,-1,False
15729,jfkirkegaard,1,False
15730,livestockrates,0,False
15731,bkmnus,-1,False
15732,deemaheshwari,1,True
15733,McGilluMedia,0,False
15734,Auriandra,0,False
15736,SW_FLA_REALTOR,1,False
15737,shawn_captain,-1,False
15738,stocknewsdotcom,-1,False
15740,CANRatMSU,0,False
15741,lizditz,-1,False
15742,CarlaRK3,-1,False
15743,FinancialTimes,0,False
15744,Biotechnology19,0,False
15745,discangirl,-1,False
15746,_At_Impact,1,False
15747,Timesmithing,1,False
15748,mangobeach,0,False
15749,comicsdaughter,-1,False
15750,DrWaldoAyurveda,0,True
15751,nensta3,1,False
15752,HealthApparel,0,False
15753,Berkeliana,1,False
15754,PeterHotez,1,True
15755,facility_logix,0,False
15756,816Elle,1,False
15757,ChrisWi27180887,-1,False
15758,KYOUTV,1,False
15759,MyRiskAlerts,1,False
15760,SchreiberEvan,0,False
15761,liz_ledbetter,0,False
15762,rhcm123,1,False
15763,AsafBhai,1,True
15765,nowthisnews,0,False
15766,2020eScribbles,0,True
15767,News12LI,0,False
15768,business,1,False
15769,EricTopol,-1,True
15770,EricTopol,1,True
15771,FOX21News,1,False
15772,mangobeach,0,False
15773,business,0,False
15774,News12HV,0,False
15775,business,1,False
15777,business,-1,False
15778,anatoly1v,1,False
15779,decaelus,-1,False
15780,Par4thecourseC,-1,False
15781,boraba,1,False
15782,FOX17,0,False
15783,bms_bmc,1,False
15785,SueDinNY,-1,False
15786,Brian48846,1,False
15787,ABC,-1,False
15788,HoosierMom92,0,False
15789,USCGlobalMed,0,False
15790,ethnobot,-1,False
15791,nowthisnews,1,False
15792,JohnCendpts,0,False
15793,kytxcbs19,-1,False
15794,Christy56074523,0,False
15795,pharmalot,0,False
15796,rhcm123,1,False
15797,PerkiomenVPatch,0,False
15798,KSNBLocal4,1,False
15799,geranthony2,1,False
15802,Par4thecourseC,1,False
15803,wsfa12news,0,False
15804,sirkafir,0,False
15805,queertardo,1,False
15806,rhcm123,1,False
15807,itsallsuccess,1,False
15808,myfox8,0,False
15809,TheRd2Freedom,1,False
15810,journalnews,1,True
15811,KeithBrooker5,0,False
15813,nytimesworld,1,False
15814,chrisalbertell1,0,False
15815,Borelmedwriter,1,False
15816,HRoesch,-1,False
15817,RSD_Warrior23,1,False
15818,rhcm123,1,False
15819,Knewz_Currently,1,False
15820,pjs0210,-1,False
15821,business,1,False
15822,HealthRedapple,0,False
15823,Darkmnemonic,0,False
15824,zhami,-1,False
15825,KeithBrooker5,1,False
15826,slackerdad67,1,False
15827,LEX18News,0,False
15828,JRepique,-1,True
15829,winvesta,0,False
15830,FOX61News,0,False
15831,SistrofGregGunn,0,False
15832,wsfa12news,1,False
15833,LincolnS1866,-1,False
15834,LauraDekker1,0,False
15836,WXII,0,False
15837,WITN,1,False
15838,HealthRedapple,-1,False
15839,christianbclark,1,False
15840,ARTHURGCARTER1,1,False
15841,SchreiberEvan,1,False
15842,Desiree_Ahgudo,0,False
15843,DrWaldoAyurveda,0,True
15844,Insureteck,1,False
15845,OpenOutcrier,1,False
15846,kayakendall,-1,False
15847,derekgilbert,0,False
15848,graywolf442,0,False
15849,KIMTNews3,0,False
15850,frobos,-1,False
15851,LogoArchitect,-1,False
15852,wwmtnews,1,False
15853,XBrit4Med,0,False
15854,KYOUTV,1,False
15855,journalnews,0,True
15856,WTKR3,0,False
15857,nyccookies,1,False
15858,TwitchyOne,1,False
15859,KNWAFOX24,1,False
15860,KBTXNews,-1,False
15861,WeezyLeaks420,0,False
15862,Biotechnology19,0,False
15863,CSFMayorEdwards,0,False
15864,StemcellWatch,0,False
15865,NickFalcone1,1,False
15866,KrugAlli,1,False
15867,AmeshAA,-1,True
15868,CHARM_UCSD,-1,False
15872,WTOP,1,False
15873,billmtracer,1,False
15874,Redskin_girlnm,1,False
15875,ChrisShort,0,False
15876,JohnGBaresky,0,False
15877,nytpolitics,1,False
15878,DOMESTIC_TERROR,-1,False
15879,liber8health,-1,False
15880,NemtResource,-1,False
15881,epstein_dan,-1,False
15882,jeme1252,-1,False
15883,girly_GRRRL,1,False
15884,JRCFoundation,1,False
15885,darigoni12,0,False
15886,jhpbeach,-1,False
15887,lilyymeyyer,1,False
15888,EpiRen,-1,True
15889,bdollabills,-1,False
15890,lukehawker7,-1,False
15891,SentientRatings,-1,False
15892,JamieOGrady,0,False
15893,kennethkrobb79,-1,False
15894,rwang0,-1,False
15895,pharmalot,0,False
15896,DrWaldoAyurveda,-1,True
15897,DonnaMZ,1,False
15898,gjdawn,0,False
15901,donnnajackson,-1,False
15902,jaynelwells,0,False
15903,ABC11_WTVD,0,False
15904,burgessct,1,False
15905,FRANKONEY,0,True
15906,JohnGBaresky,0,False
15907,DrHubaEvaluator,1,False
15908,PerryBNewman,0,False
15909,tanyadomi,1,False
15910,basementvegan,0,False
15911,WNEP,0,False
15912,mg_briggs,1,False
15913,business,1,False
15914,FOX61News,1,False
15915,aaronkunz,1,True
15916,MedicalQuack,0,False
15917,renzloh,0,False
15918,WDRBNews,0,False
15919,WearActiveLLC,1,False
15920,DrEricDing,1,False
15921,SirWesleyThe1st,1,False
15922,louisaclary,1,False
15923,IrmeliViinanen,0,False
15924,deedeeb8,0,True
15925,TravisBottles,-1,False
15926,pharmalot,1,False
15927,stryker1313,-1,False
15929,DrLCsquare,1,False
15936,TheKimClub,-1,False
15937,mondiesman,0,False
15939,wsfa12news,1,False
15940,deedeeb8,0,True
15941,hoke_thomas,1,False
15942,business,0,False
15943,QARMYSTRONG,-1,False
15946,KQualkinbush,0,False
15947,PharmAllies,1,False
15948,DrEricDing,-1,False
15949,astuteinvesting,0,False
15950,davideyoungmd,0,False
15951,davideyoungmd,0,False
15952,DonnaMZ,1,False
15953,Billion36860209,0,False
15955,burbes123,1,False
15956,KiaraYui,1,False
15957,59Brennan,0,False
15958,engr1624,0,False
15961,KrugAlli,0,False
15963,GrouchoG,-1,False
15964,isaiah_520,0,False
15968,MacalusoJoseph,0,True
15969,MLMucci,0,False
15970,59Brennan,1,False
15971,BadCarbNoDonut,1,False
15972,GJDsadface,1,False
15973,Justin_Hill314,1,False
15975,Rangersfan112,-1,False
15977,BakedHouffalize,0,False
15980,DonnaMZ,1,False
15981,davideyoungmd,0,False
15982,nonviolentnews9,-1,False
15985,therealcavey,0,False
15988,mikesamonek,-1,False
15990,ItsTheBrandi,0,True
15991,VetGirlOnTheRun,0,False
15993,hoke_thomas,0,False
15994,PhilDeCarolis,-1,False
15995,dayoadesulu,0,False
15996,dayoadesulu,0,False
15997,CancerSupportNJ,0,False
15998,ikariusrising,0,False
16000,Biotechnology19,0,False
16001,Auriandra,0,False
16002,IrmeliViinanen,0,False
16003,StemcellWatch,0,False
16004,Biotechnology19,0,False
16005,JohnCendpts,0,False
16006,malkie33,1,False
16007,dnjuniorg,0,False
16008,smj327,-1,False
16009,CardiacepPA,0,False
16010,fredmcclimans,-1,False
16011,FinancialJuice,0,False
16012,business,0,False
16013,nwademgaz,0,False
16014,ArthurG31943188,0,False
16015,joanblair,1,False
16016,TimesHeraldPA,1,False
16017,pacojavitx,1,False
16018,PAniskoff,0,False
16019,BioNJ_Org,0,False
16020,NTVNEWS,0,False
16021,HealthRedapple,-1,False
16022,ABC,0,False
16023,FinancialJuice,0,False
16024,PhyllisShabad,0,False
16025,jacquesleger17,1,False
16026,JoeAndKamalaWon,0,False
16027,sunjournal,1,False
16028,NBCLA,0,False
16029,nbc6,0,False
16030,pharmalot,0,False
16031,messageplicity,1,False
16032,mizladyjayne,1,False
16033,AFCC_Esq,0,False
16034,Megawatts55,0,False
16035,CathyNotToday,-1,False
16036,GottaWakeUpPlz,0,False
16037,DavidIRamadan,0,False
16038,girly_GRRRL,1,False
16039,Solvej_Schou,1,False
16040,HerskowitzSuzan,0,False
16041,KOAA,0,False
16042,WXII,1,False
16043,SaqibIslam,0,False
16044,GRE8TBLACKSHARK,-1,False
16045,bdollabills,0,False
16046,brontyman,0,True
16047,TsalagiOK,0,False
16048,KAGSnews,0,False
16049,mercnews,1,False
16050,factal,0,False
16051,ShenequeProctor,1,False
16052,DougSundheim,0,False
16053,AtlantaRayz,0,False
16054,KNWAFOX24,0,False
16055,JSeramba,1,False
16056,MedicalQuack,0,False
16057,FinancialJuice,-1,False
16058,NYDailyNews,0,False
16059,scottlincicome,0,False
16060,StockScout1,1,False
16061,Nel65Bob,1,False
16062,Nanbp,1,False
16063,WLRN,1,False
16064,PhyllisShabad,0,False
16065,JosephIannacone,1,False
16066,smaloney924,1,False
16067,nowthisnews,0,False
16068,ralvine,-1,False
16069,business,-1,False
16071,maryforbus,1,False
16074,JeezumCrow2,-1,False
16075,Ocenasek_Images,0,False
16076,joekillian3,1,False
16077,DrJudyStone,0,False
16078,business,1,False
16079,financelygroup,-1,False
16080,sacpaaz,-1,True
16081,Sarge1208,-1,False
16082,financelygroup,1,False
16083,NedWilcox1,-1,False
16084,HealthRedapple,1,False
16085,TimesDaily,1,False
16086,NorthBayNews,1,False
16087,tmornini,0,False
16088,useAnotherApp,1,False
16089,jimmckee18,1,False
16090,Omer_Causey,-1,False
16092,BunkerBlast,1,False
16093,kandibar2011,-1,False
16094,hjelle_brian,0,False
16095,Grabbar5,-1,False
16096,KAPPKVEW,1,False
16097,DanCas2,1,False
16098,MRDIRK49,-1,True
16099,EricBible44,1,False
16100,Xmagdalena,1,False
16101,stewdomer,-1,False
16102,susanjfeingold,1,False
16104,whopbell22,0,False
16105,stewdomer,-1,False
16106,rwang0,1,False
16107,stephjantzen,1,False
16108,1055TheDove,0,False
16109,MassAHU,1,False
16110,drugbuster21,-1,False
16111,BunkerBlast,1,False
16112,Usmle_Mnemonics,1,False
16113,IanSams,1,False
16114,hjelle_brian,0,False
16115,DoctorOcto,1,True
16116,GrouchoG,-1,False
16117,AmeshAA,1,True
16118,AHolt12,0,False
16119,ThisThatOther2,-1,False
16120,TexanOnPurpose,-1,False
16121,KAGSnews,1,False
16122,VolunteerMG,1,False
16123,heiressarts,0,False
16124,RABBITISH1,1,False
16125,CarolsCloset,1,False
16126,bdollabills,1,False
16127,NWADoug,-1,False
16128,business,0,False
16129,BIGG_973,1,False
16131,business,-1,False
16132,Gia_Vang,1,False
16133,riskyappetite,1,False
16134,nytimesworld,1,False
16135,financelygroup,-1,False
16136,ARISEtv,0,False
16137,Ankerstar,-1,False
16138,WJACTV,1,False
16139,hoke_thomas,0,False
16140,KreciakMark,-1,False
16141,deesbarbara,1,False
16142,ABC,1,False
16143,deemaheshwari,1,True
16144,davideyoungmd,1,False
16145,Joseph_Santoro,1,False
16146,DrEricDing,0,False
16147,agvaidya,0,False
16149,MichaelLBraden1,0,False
16151,girly_GRRRL,1,False
16152,venture_guru,1,False
16153,PharmAllies,0,False
16154,CaviarDreams5,-1,False
16156,zhami,1,False
16157,TodaysComments,1,False
16158,dsshake,0,False
16159,peiferlabunc,0,False
16161,DrKevinCampbell,0,True
16162,financelygroup,0,False
16163,HiDesertgolf,0,False
16165,peaceofmindskin,1,False
16166,VirusWhisperer,0,True
16167,business,0,False
16168,business,0,False
16169,nowthisnews,0,False
16170,business,-1,False
16171,james_t_webber,-1,False
16172,FOX56News,1,False
16173,Newschannel6Now,0,False
16175,Realralphieboy,-1,False
16176,lsaldanamd,1,True
16177,SafetyGa,0,False
16178,BJWahlstrom,-1,False
16179,leontodd,-1,False
16180,KSNTNews,0,False
16181,globalEDGEmsu,1,False
16183,DrJudyStone,-1,False
16184,TexasBlooz,0,True
16185,NE14science,1,False
16186,stewdomer,1,False
16187,JohnCendpts,0,False
16188,MarvLBluechip,1,False
16189,fccmal,1,False
16191,localnews8,1,False
16192,NikkeiAsia,0,False
16193,BeidelmanJohn,1,False
16194,MichaelTaddow,0,False
16195,TXRedDirtFan,0,False
16196,OpenOutcrier,0,False
16198,DarnTees,0,False
16199,BenjaminTseng,1,False
16200,EzRiderX1,0,False
16202,CatchTheBaby,1,True
16203,hodllelujah,1,False
16205,telecomsreg,1,False
16207,malbert70,0,False
16208,GratiasAgoDeo,1,False
16209,mmt_rod,0,False
16211,bmj_latest,0,False
16212,Santanumalbum,1,False
16213,NikkeiAsia,0,False
16215,radiofactsmedia,1,False
16217,Rod_Rescueman,0,False
16218,ABC,1,False
16219,BWagner,1,False
16220,cathybuffaloe,0,False
16221,itsstevenhudson,1,False
16222,nillumcm,0,False
16223,HealthRedapple,0,False
16224,BunkerBlast,0,False
16225,BudGothmog44,1,False
16226,VirusWhisperer,1,True
16227,SirMickW,1,False
16228,GastonCountyGov,0,False
16229,Welman92,0,False
16230,Wellcome_Home,0,False
16231,Wellcome_Home,0,False
16232,Wellcome_Home,0,False
16233,business,1,False
16235,business,-1,False
16236,MacalusoJoseph,0,True
16237,JonDonJuan,1,False
16238,JCorpoman,-1,False
16239,DiabetesShare,0,False
16240,darigoni12,0,False
16241,Yadav_supplychn,1,False
16242,VictoriaQWeaver,-1,False
16243,sukilau,-1,False
16244,KStateTurk,-1,False
16245,stocknewsdotcom,-1,False
16249,punkboyinsf,1,False
16250,AblemanAdam,0,False
16254,Sunnysallyor,0,False
16255,StartupHill,0,False
16256,touchandtank,-1,False
16260,nosoyyo7,1,False
16261,touchandtank,-1,False
16262,LIVE_4_LIBERTY,0,False
16265,ItsTheBrandi,1,True
16267,BrianCooke,1,False
16268,AblemanAdam,1,False
16269,Dupe1970,-1,False
16270,2ysur2ysub,0,False
16271,MAJDRBPSINGH2,0,False
16272,terriscofield,0,False
16273,bdollabills,0,False
16274,MedicalQuack,0,False
16275,FinancialTimes,0,False
16276,NuclearWomprat,0,False
16277,umsami,1,False
16278,HRoesch,1,False
16280,NorrinR06303580,0,False
16283,2NjoyMore,0,False
16284,OceanDrSocial,0,False
16286,davideyoungmd,0,False
16291,jake201011,1,False
16294,flugennock,1,False
16295,basementvegan,0,False
16296,StinkerBelle74,1,False
16298,zap_rowsdower16,-1,False
16300,literaryeric,-1,False
16303,SjoerdSlagman,0,False
16305,HealthRedapple,0,False
16307,BatScientist,-1,False
16308,keriRN,1,False
16310,marcynorsk,0,False
16311,ChanceyTricia,-1,False
16312,WITN,1,False
16313,DoktaFoth,1,False
16314,CTSenateDems,1,False
16315,davideyoungmd,-1,False
16316,Gustavofinklsn,1,False
16317,EricTopol,1,True
16318,PortCityPisces,1,False
16319,KWWL,1,False
16320,NikkeiAsia,1,False
16321,unhingedtrader,-1,False
16322,News12LI,1,False
16323,business,1,False
16324,SachaOnPolicy,1,True
16325,DC420LA,-1,False
16326,desertdave2012,1,False
16327,Waslaladsani,1,True
16328,telecomsreg,1,False
16329,NPTelegraph,1,False
16330,financelygroup,-1,False
16331,PhilDeCarolis,0,False
16332,MorgantonNews,1,False
16333,JJSchaible,1,False
16334,NuRepublitarian,0,False
16335,FinancialTimes,1,False
16336,DrEricDing,1,False
16337,PnPLabCICESE,0,False
16338,statesdj,0,False
16340,kwtx,1,False
16341,axel_erben,1,True
16343,DocDuggal,1,False
16344,jw0672,-1,False
16345,MontanaStandard,1,False
16346,KaciStahl,-1,False
16347,Pantagraph,1,False
16350,business,1,False
16351,GeekEndWarrior,1,False
16352,WNEP,1,False
16353,financelygroup,0,False
16354,warriors_mom,1,False
16356,awkwardmama107,1,False
16357,jlspbr,1,False
16358,DrEricDing,1,False
16359,MicahPollak,1,False
16360,theeagle,1,False
16361,ConwayShow,1,False
16362,Newsday,1,False
16363,WalksWithEagles,1,False
16364,DrJudyStone,0,False
16365,overrhypocrissy,-1,False
16366,pjkilbride,0,False
16367,CablesPiano,0,False
16368,pharmalot,1,False
16369,Mycrittersmom,1,False
16370,WinstonWellsIC,0,False
16371,mcdowellnews,1,False
16372,nightowl22366,1,False
16373,KindeandTrue,-1,False
16374,definitelyquen,0,False
16375,jimonei22758628,0,False
16376,DrLCsquare,0,False
16377,davideyoungmd,-1,False
16378,MedicalQuack,1,False
16379,KeySpeculator,0,False
16380,bkebartas,-1,False
16381,the_zodman,1,False
16382,bdollabills,0,False
16383,SpecNews1Worc,1,False
16384,fakeArian,0,False
16385,BeerDetective,1,True
16386,PhilDeCarolis,1,False
16387,JonLemire,1,False
16388,jimmiecooper52,1,False
16389,CNYCentral,0,False
16391,plaisanters,1,False
16392,literaryeric,1,False
16393,FSA_OC,1,False
16394,copemj123,1,False
16395,KingBrando1,-1,False
16396,SuckerCarlson,1,False
16397,acklaw,1,False
16398,CheeseSculptors,0,False
16399,Benzinga,1,False
16401,VUMC_Insights,0,False
16402,EpiRen,1,True
16403,FactCheckBot5,1,False
16404,nforbingorr,1,False
16405,bakersfieldnow,1,False
16406,RavalliRepublic,1,False
16408,SteveSimonovic,1,False
16409,todosmedical,0,False
16410,CoyotyDave,1,False
16412,MariJusino,1,False
16413,WBAY,0,False
16414,business,1,False
16415,SchreiberEvan,0,False
16416,Supernetworks,1,False
16417,punit352,0,False
16418,rogertansey,0,False
16419,Jersey_Craig,0,False
16420,Geoff_Graham1,1,False
16421,thejoelepstein,0,False
16422,AstorAaron,0,False
16423,JustinFleenor,0,False
16424,7milegap,0,False
16425,KTVB,0,False
16426,Alejo_Manrique,0,False
16427,FOX61News,0,False
16428,Dandie00,1,False
16429,FOX17,0,False
16430,ScottGustin,0,False
16431,JonLemire,0,False
16432,jimsciutto,0,False
16433,bobg366,1,False
16434,kbarlowkstp,1,False
16435,onhoth2o,0,False
16436,miguel_mirandar,0,False
16437,SchreiberEvan,0,False
16438,BreakingNews,0,False
16439,MedicalQuack,0,False
16440,BlaineStewart,0,False
16441,TheJillG,0,False
16442,AdmiralRoadCap,0,False
16443,grumpygrumpyowl,1,False
16444,midmichigannow,0,False
16445,Marci80583875,1,False
16446,Sassyt1274,0,False
16447,aogarza,0,False
16448,richwiszardoz,0,False
16449,VickiSCannon,0,False
16450,KAGSnews,0,False
16451,gkygirlengineer,0,False
16452,TheRadioTFI,0,False
16453,TheJeffManghera,0,False
16454,WTOP,0,False
16455,MichelleMazuros,0,False
16456,Pat120,0,False
16457,CTBio,1,False
16458,NaphiSoc,1,False
16459,BerksStandsUp,1,False
16460,BpSitRep,-1,False
16461,SherylPrattERA,-1,False
16462,jadvargasPhD,1,False
16463,DawnneAnn,-1,False
16464,KrugAlli,0,False
16467,donnyonyea,-1,False
16468,business,-1,False
16469,ishmon3y,1,False
16470,Benzinga,0,False
16471,ishmon3y,1,False
16472,danlett,0,False
16473,AccelResearch,0,False
16474,kgounews,0,False
16475,eileen_donovan,1,False
16476,TheTornadoNews,1,False
16477,JamesJurovic,1,False
16478,microRNApro,0,False
16479,Dealing4Meaning,1,False
16480,AngelaMDiLoreto,1,False
16481,TheGaryWarner,0,False
16482,TobyBerry6325,1,False
16483,JohnCendpts,0,False
16484,KSNTNews,0,False
16485,LadelleStromei,1,False
16486,nytpolitics,0,False
16487,sunjournal,1,False
16488,bfs2020,1,False
16489,Monaheart1229,0,True
16492,Neuroscience365,0,False
16493,tncubfan72,-1,False
16494,hmbr123,1,False
16496,LawngIsland,0,False
16497,markrallen,1,False
16499,davideyoungmd,0,False
16500,hasanthehun,-1,False
16503,LongIslandPress,0,False
16504,SleuthYooper,-1,False
16505,KindeandTrue,-1,False
16507,KBGunner1,0,False
16508,4danlopez,1,False
16509,BBCLeisha,0,False
16511,nbc6,1,False
16512,PalmBchCitizen,-1,False
16514,THESKY973DOTCOM,1,False
16515,Knewz_Currently,1,False
16516,Kate47411930,0,False
16517,ScottGlovskyLaw,1,False
16518,Knewz_Currently,0,False
16519,MontefioreOVCPL,0,False
16520,HealthRedapple,0,False
16521,WIRED,1,False
16522,Borelmedwriter,1,False
16523,GoodKindHappy,1,False
16524,journalnews,0,True
16525,davideyoungmd,0,False
16526,WSAV,1,False
16527,Borelmedwriter,1,False
16528,THESKY973DOTCOM,0,False
16529,ARTHURGCARTER1,-1,False
16530,raphaelboffin,0,False
16531,IntellaTurn,0,False
16532,brontyman,1,True
16533,thewhiteroseorg,1,False
16534,CMichaelGibson,-1,False
16535,hakana,1,False
16536,coords1306,0,True
16537,ABC,1,False
16538,EddieBrite1,1,False
16539,TroyAusTx,-1,False
16540,KWWL,1,False
16541,deedeeb8,0,True
16542,25NewsWEEK,1,False
16543,WSAV,0,False
16544,TheRadioTFI,1,False
16545,Ldonahuehjelle,1,False
16546,LauraDekker1,1,False
16547,StilesStiles4,1,False
16548,PerkiomenVPatch,-1,False
16549,Borelmedwriter,1,False
16550,m_scribe,0,False
16552,sharonkgilbert,-1,False
16553,JuanTheSaint1,0,False
16554,AnnieCo14698214,-1,False
16555,business,-1,False
16558,savvy_coop,0,False
16559,FinancialTimes,0,False
16560,stewroel,1,False
16561,davideyoungmd,1,False
16562,LEX18News,1,False
16563,ben_geisler,1,False
16564,JohnCendpts,0,False
16565,davideyoungmd,0,False
16566,xfund,1,False
16567,WTKR3,1,False
16568,LogoArchitect,0,False
16569,SwampRaider,1,False
16570,SkepticallySean,0,False
16571,WXII,0,False
16572,Michael95cms12,0,False
16573,AFCUrgentCareAT,-1,False
16574,izafoodie,0,False
16575,business,1,False
16576,BIGG_973,0,False
16578,raphaelboffin,0,False
16579,EricTopol,1,True
16580,hjelle_brian,1,False
16581,NiteStar,1,False
16582,Kemosouby,0,False
16583,NBCLA,1,False
16584,tarzanajoe,0,False
16585,pjchatfield,1,False
16586,business,1,False
16587,raphaelboffin,-1,False
16589,ericearling,0,False
16590,LavenderNRed,-1,False
16591,center4inquiry,0,False
16592,kamzou08,1,False
16593,WLRN,1,False
16594,ocregister,0,False
16595,SkepticallySean,0,False
16596,ARISEtv,1,False
16597,GirlFuturist,1,False
16598,Risk2Freedom,0,False
16599,raphaelboffin,0,False
16600,frobos,-1,False
16601,4cdperspective,-1,False
16602,JohnGBaresky,0,False
16603,bjweinman,1,False
16604,OuFaireUnVers,1,True
16605,lukastyle,1,False
16606,WIRED,1,False
16607,PJMdmm,-1,False
16608,iomediavideos,1,False
16609,ChefLilah,1,False
16610,jasalera,0,False
16611,TesseractSpace1,1,False
16612,business,1,False
16613,ChefLilah,0,False
16614,rehdrach,1,False
16615,OpenOutcrier,1,False
16616,cromwick,0,False
16617,EpidAlert,0,False
16618,TheRadioTFI,1,False
16619,Raymond_Norman,0,False
16620,PJBottoms4,1,False
16621,therightblue,1,False
16622,DottieHardin,0,False
16624,nytimesworld,1,False
16625,LokeTweets,1,False
16626,nataliexdean,1,False
16627,eurobird,1,False
16628,wawamama,1,False
16629,StemcellWatch,0,False
16630,NTVNEWS,0,False
16631,davideyoungmd,0,False
16633,hbiggsrochester,0,False
16635,LyceumWC,0,False
16636,marckline13,0,False
16637,Stephen24nyg,1,False
16639,TechAnnouncer,1,False
16640,2ysur2ysub,-1,False
16641,AndrewEEckert,-1,False
16642,BackpackingDad,0,False
16643,AmyShermanCO,1,False
16644,taylorvdonovan,0,False
16645,louisaclary,1,False
16646,IntellaTurn,0,False
16647,RobertKennedyJr,1,False
16648,jefuf,1,False
16649,desertdave2012,1,False
16650,1234567880Abc,1,False
16651,Insureteck,0,False
16652,HealthRedapple,-1,False
16653,PatriciaLutz6,1,False
16654,Dietz1776,1,False
16655,LNPDigital,0,False
16656,TheRadioTFI,1,False
16657,glkg0223,0,False
16658,AnnabelleT53,-1,False
16659,MDEdgeTweets,1,False
16660,PatriciaLutz6,1,False
16661,DrJudyStone,0,False
16662,KristinaToth2,-1,False
16663,Craig_A_Spencer,1,True
16664,Grumpi,1,False
16665,PILOTforPULM,-1,False
16666,business,0,False
16667,RRoy1955,0,False
16668,RepDean,1,False
16669,GeneticDoctor,1,True
16670,wildcat86,0,False
16671,KStateTurk,1,False
16672,MiddletnNJPatch,1,False
16673,LongBranchPatch,1,False
16674,DoctorRobin,0,True
16675,EricTopol,1,True
16676,Enquirer,1,False
16677,WDeptfordPatch,1,False
16678,milanpaurich,0,False
16679,therestof_craig,-1,False
16680,bmj_latest,0,False
16681,NikkeiAsia,0,False
16683,business,0,False
16685,OpenOutcrier,-1,False
16686,kamzou08,0,False
16687,business,0,False
16688,nytimesworld,1,False
16689,virus_tracker,0,False
16690,PhilDeCarolis,1,False
16691,ClarkGarPatch,1,False
16692,CinnaminPatch,1,False
16693,NewWorldMan1967,-1,False
16694,pharmalot,1,False
16695,HParkerEvans,0,False
16696,howton_sue,1,False
16697,MoorestownPatch,1,False
16698,tribunedemocrat,1,False
16699,andrewjohnroth,1,False
16700,NikkeiAsia,0,False
16701,MontclairPatch,1,False
16703,HCGSERVICES,1,False
16704,bmj_latest,1,False
16705,CrisAintMarchin,0,False
16707,JeffersonPatch,1,False
16709,CherryHillPatch,1,False
16710,SandraHelena39,0,False
16713,VUMC_Insights,1,False
16714,NTVNEWS,0,False
16715,CherokeeLedger,1,False
16716,FTLex,0,False
16717,BioNJ_Org,1,False
16718,TarrantCMS,0,False
16719,THSsporting,0,False
16720,OfMalleus,1,False
16721,krbaylor618,-1,False
16724,LSilverPatch,1,False
16725,ManchstrNJPatch,1,False
16726,financelygroup,0,False
16729,deedeeb8,0,True
16730,WiltonDiary,0,False
16731,BarnegatPatch,1,False
16732,LouisNoodleman,1,False
16733,6NewsCTX,1,False
16734,EHanoverFPPatch,1,False
16735,CareCentrix,1,False
16736,MyWebTimes,0,False
16737,HopatcongPatch,1,False
16738,SocialControl,1,False
16739,VeronaCedrPatch,1,False
16740,SBrunswickPatch,1,False
16741,VirusWhisperer,0,True
16742,business,0,False
16743,todosmedical,0,False
16744,NiteStar,0,False
16746,TodaysComments,1,False
16748,KSTP,1,False
16749,Cohen18Marvin,0,False
16750,HaddonNJPatch,1,False
